Type,Author,Source,Text
Stoic Peace,Epictetus,The Enchiridion ,"If you would improve, lay aside such reasonings as these: “If I neglect my affairs, I shall not have a maintenance; if I do not punish my servant, he will be good for nothing.” For it were better to die of hunger, exempt from grief and fear, than to live in affluence with perturbation; and it is better that your servant should be bad than you unhappy."
Stoic Peace,Epictetus,The Enchiridion ,"Begin therefore with little things. Is a little oil spilled or a little wine stolen? Say to yourself, “This is the price paid for peace and tranquillity; and nothing is to be had for nothing.” And when you call your servant, consider that it is possible he may not come at your call; or, if he does, that he may not do what you wish. But it is not at all desirable for him, and very undesirable for you, that it should be in his power to cause you any disturbance."
Stoic Peace,Epictetus,The Enchiridion ,"If you would improve, be content to be thought foolish and dull with regard to externals. Do not desire to be thought to know anything; and though you should appear to others to be somebody, distrust yourself. For be assured, it is not easy at once to keep your will in harmony with nature and to secure externals; but while you are absorbed in the one, you must of necessity neglect the other."
Stoic Peace,Epictetus,The Enchiridion ,"If you wish your children and your wife and your friends to live forever, you are foolish, for you wish things to be in your power which are not so, and what belongs to others to be your own. So likewise, if you wish your servant to be without fault, you are foolish, for you wish vice not to be vice but something else. But if you wish not to be disappointed in your desires, that is in your own power. Exercise, therefore, what is in your power. A man’s master is he who is able to confer or remove whatever that man seeks or shuns. Whoever then would be free, let him wish nothing, let him decline nothing, which depends on others; else he must necessarily be a slave."
Stoic Peace,Epictetus,The Enchiridion ,"Remember that you must behave as at a banquet. Is anything brought round to you? Put out your hand and take a moderate share. Does it pass by you? Do not stop it. Is it not yet come? Do not yearn in desire toward it, but wait till it reaches you. So with regard to children, wife, office, riches; and you will some time or other be worthy to feast with the gods. And if you do not so much as take the things which are set before you, but are able even to forego them, then you will not only be worthy to feast with the gods, but to rule with them also. For, by thus doing, Diogenes and Heraclitus, and others like them, deservedly became divine, and were so recognized."
Stoic Peace,Epictetus,The Enchiridion ,"When you see anyone weeping for grief, either that his son has gone abroad or that he has suffered in his affairs, take care not to be overcome by the apparent evil, but discriminate and be ready to say, “What hurts this man is not this occurrence itself—for another man might not be hurt by it—but the view he chooses to take of it.” As far as conversation goes, however, do not disdain to accommodate yourself to him and, if need be, to groan with him. Take heed, however, not to groan inwardly, too."
Stoic Peace,Epictetus,The Enchiridion ,"Remember that you are an actor in a drama of such sort as the Author chooses—if short, then in a short one; if long, then in a long one. If it be his pleasure that you should enact a poor man, or a cripple, or a ruler, or a private citizen, see that you act it well. For this is your business—to act well the given part, but to choose it belongs to another."
Stoic Peace,Epictetus,The Enchiridion ,"When a raven happens to croak unluckily, be not overcome by appearances, but discriminate and say, “Nothing is portended to me, either to my paltry body, or property, or reputation, or children, or wife. But to me all portents are lucky if I will. For whatsoever happens, it belongs to me to derive advantage therefrom.”"
Stoic Peace,Epictetus,The Enchiridion ,"You can be unconquerable if you enter into no combat in which it is not in your own power to conquer. When, therefore, you see anyone eminent in honors or power, or in high esteem on any other account, take heed not to be bewildered by appearances and to pronounce him happy; for if the essence of good consists in things within our own power, there will be no room for envy or emulation. But, for your part, do not desire to be a general, or a senator, or a consul, but to be free; and the only way to this is a disregard of things which lie not within our own power."
Stoic Peace,Epictetus,The Enchiridion ,"Remember that it is not he who gives abuse or blows, who affronts, but the view we take of these things as insulting. When, therefore, anyone provokes you, be assured that it is your own opinion which provokes you. Try, therefore, in the first place, not to be bewildered by appearances. For if you once gain time and respite, you will more easily command yourself."
Stoic Peace,Epictetus,The Enchiridion ,"Let death and exile, and all other things which appear terrible, be daily before your eyes, but death chiefly; and you will never entertain an abject thought, nor too eagerly covet anything."
Stoic Peace,Epictetus,The Enchiridion ,"If you have an earnest desire toward philosophy, prepare yourself from the very first to have the multitude laugh and sneer, and say, “He is returned to us a philosopher all at once”; and, “Whence this supercilious look?” Now, for your part, do not have a supercilious look indeed, but keep steadily to those things which appear best to you, as one appointed by God to this particular station. For remember that, if you are persistent, those very persons who at first ridiculed will afterwards admire you. But if you are conquered by them, you will incur a double ridicule."
Stoic Peace,Epictetus,The Enchiridion ,"If you ever happen to turn your attention to externals, for the pleasure of anyone, be assured that you have ruined your scheme of life. Be content, then, in everything, with being a philosopher; and if you wish to seem so likewise to anyone, appear so to yourself, and it will suffice you."
